AMOUNT__C,BROKER_STATUS__C,BROKER_TIER__C,CLIENT_RISK_RATING__C,CREDIT_SCORE_BORROWER_2__C,CREDIT_SCORE__C,CURRENT_TERM_IN_MONTHS__C,EMPLOYMENT_STATUS_BORROWER_2__C,EMPLOYMENT_STATUS__C,GLOBAL_DEBT_SERVICING_RATIO__C,LOAN_ID__C,INTEREST_RATE__C,LOAN_TO_VALUE__C,MORTGAGE_POSITION__C,MORTGAGE_PURPOSE__C,OCCUPANCY_TYPE__C,PROPERTY_TYPE__C,SELF_EMPLOYED__C,STAGE__C,TOTAL_DEBT_SERVICING_RATIO__C
1323529,Watch List,Key Account,3,578,560,10,Salary,Hourly,28.7,a006g000002FCoFAAW,4.48,50,2,Refinance,Rent To Own,Row,FALSE,Approved,30.8
316278,Deactivated,Non Key Account,3,828,561,11,Commissions,Hourly,99.4,a006g000002FCoGAAW,7.09,66,2,Equity Takeout,Rent To Own,Apartment Low Rise,FALSE,Declined,99.6
1046309,Approved,Non Key Account,4,540,411,32,Other,Salary,14.6,a006g000002FCoHAAW,7.19,71,1,Purchase,Owner,Apartment High Rise,FALSE,Declined,18.7
572453,Approved,Key Account,4,603,621,53,Salary,Commissions,51,a006g000002FCoIAAW,6.95,43,1,Purchase Rent to Own,Rent To Own,Single,FALSE,Declined,57.9
1155923,Approved,Key Account,1,448,555,40,Hourly,Contract,85.5,a006g000002FCoJAAW,5.87,20,2,Refinance,Rental,Apartment High Rise,FALSE,Declined,97
835840,Watch List,Key Account,4,792,723,6,Commissions,Hourly,67.4,a006g000002FCoKAAW,8.09,42,3,Refinance for Debt Consolidation,Rental,Semi-detached,FALSE,Declined,92.2
599838,Approved,Non Key Account,6,409,519,3,Pension,Self-employed,90.2,a006g000002FCoLAAW,9.68,62,2,Purchase,Rent To Own,Semi-detached,TRUE,Declined,94.9
1049190,Watch List,Non Key Account,3,628,707,10,Other,Commissions,7,a006g000002FCoMAAW,5.89,30,1,Purchase,Owner,Apartment High Rise,FALSE,Declined,47.1
145645,Approved,Key Account,2,533,538,9,Hourly,Other,45,a006g000002FCoNAAW,8.17,7,2,Purchase,Rent To Own,Single,FALSE,Declined,90.4
180137,Approved,Non Key Account,2,423,602,46,Pension,Other,90.6,a006g000002FCoOAAW,4.99,8,2,Purchase,Owner,Row,FALSE,Declined,98.7
1042436,Approved,Key Account,3,658,662,27,Commissions,Contract,23.7,a006g000002FCoPAAW,5.12,6,1,Refinance for Debt Consolidation,Rental,Apartment High Rise,FALSE,Approved,48.4
638560,Approved,Key Account,4,891,421,59,Self-employed,Contract,90.1,a006g000002FCoQAAW,9.39,80,1,Purchase,Rent To Own,Single,FALSE,Declined,93.5
818054,Watch List,Key Account,4,482,577,2,Commissions,Contract,64.9,a006g000002FCoRAAW,8.66,75,2,Refinance for Debt Consolidation,Owner,Row,FALSE,Approved,96.1
1028327,Approved,Key Account,2,513,811,58,Contract,Pension,47.7,a006g000002FCoSAAW,7.31,22,1,Purchase,Rental,Semi-detached,FALSE,Declined,94.1
505036,Deactivated,Non Key Account,4,493,611,10,Other,Pension,41.7,a006g000002FCoTAAW,5.48,76,3,Refinance,Rental,Row,FALSE,Declined,79.4
835021,Approved,Key Account,2,615,591,49,Salary,Contract,88.7,a006g000002FCoUAAW,4.96,20,3,Equity Takeout,Rental,Apartment High Rise,FALSE,Declined,98.4
586102,Approved,Key Account,2,900,875,33,Other,Pension,58.1,a006g000002FCoVAAW,6.7,11,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Approved,73.7
333568,Watch List,Non Key Account,1,573,682,33,Salary,Salary,28.4,a006g000002FCoWAAW,4.55,60,2,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Declined,48.5
1415278,Approved,Non Key Account,4,682,893,11,Hourly,Contract,94.7,a006g000002FCoXAAW,5.12,73,3,Refinance for Debt Consolidation,Owner,Single,FALSE,Declined,97.1
374042,Deactivated,Non Key Account,3,611,813,54,Contract,Pension,24.6,a006g000002FCoYAAW,7.53,27,2,Refinance,Owner,Row,FALSE,Declined,65.3
992725,Watch List,Key Account,4,581,727,46,Salary,Pension,78.5,a006g000002FCoZAAW,7.28,17,1,Purchase,Owner,Row,FALSE,Declined,100
1183488,Watch List,Key Account,2,816,471,30,Self-employed,Self-employed,65.9,a006g000002FCoaAAG,4.71,31,1,Purchase Rent to Own,Rent To Own,Row,TRUE,Declined,68.8
224111,Approved,Key Account,5,641,650,41,Hourly,Contract,19.3,a006g000002FCobAAG,8.04,58,2,Purchase,Owner,Apartment Low Rise,FALSE,Declined,53.5
578588,Deactivated,Non Key Account,3,407,671,20,Contract,Self-employed,27.1,a006g000002FCocAAG,7.06,70,3,Refinance for Debt Consolidation,Rental,Row,TRUE,Declined,79.6
487340,Approved,Key Account,4,581,722,20,Contract,Other,42.4,a006g000002FCodAAG,4.58,75,2,Purchase,Owner,Row,FALSE,Declined,94.6
900562,Approved,Key Account,3,411,801,18,Hourly,Hourly,32.7,a006g000002FCoeAAG,7.46,42,2,Purchase Rent to Own,Rent To Own,Single,FALSE,Approved,70
953404,Approved,Non Key Account,3,421,831,1,Other,Salary,83.4,a006g000002FCofAAG,6.76,69,2,Refinance,Rent To Own,Apartment High Rise,FALSE,Declined,93.2
800714,Approved,Non Key Account,5,681,581,21,Hourly,Self-employed,77.1,a006g000002FCogAAG,7.06,73,2,Purchase,Rental,Apartment High Rise,TRUE,Declined,96.1
291191,Approved,Key Account,4,896,746,27,Self-employed,Salary,53.4,a006g000002FCohAAG,9.6,31,2,Refinance for Debt Consolidation,Owner,Apartment Low Rise,FALSE,Approved,79.6
873427,Approved,Non Key Account,3,725,538,46,Other,Salary,10.4,a006g000002FCoiAAG,5.88,72,2,Purchase Rent to Own,Owner,Apartment Low Rise,FALSE,Declined,46.3
1239801,Approved,Key Account,4,706,543,22,Other,Contract,52.8,a006g000002FCojAAG,7.58,69,1,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,57.6
462836,Watch List,Key Account,4,519,783,23,Other,Hourly,63.5,a006g000002FCokAAG,8.53,17,1,Refinance,Rental,Single,FALSE,Declined,73.1
402109,Approved,Non Key Account,4,711,446,28,Hourly,Salary,42.7,a006g000002FColAAG,7.84,42,1,Refinance for Debt Consolidation,Owner,Single,FALSE,Approved,90.5
579420,Approved,Key Account,5,890,436,41,Contract,Self-employed,88,a006g000002FComAAG,8.38,20,3,Equity Takeout,Rent To Own,Apartment High Rise,TRUE,Declined,94.6
630482,Approved,Non Key Account,2,565,577,43,Commissions,Salary,74,a006g000002FConAAG,6.35,73,2,Refinance,Owner,Row,FALSE,Approved,88.8
1131956,Approved,Key Account,3,667,606,36,Commissions,Self-employed,12.4,a006g000002FCooAAG,9.7,76,3,Purchase,Rent To Own,Row,TRUE,Declined,85.2
803970,Watch List,Non Key Account,2,760,452,31,Commissions,Self-employed,26.2,a006g000002FCopAAG,5.72,76,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,TRUE,Declined,55.7
696775,Approved,Non Key Account,4,664,469,51,Other,Other,63.3,a006g000002FCoqAAG,6.85,47,3,Refinance,Rental,Apartment Low Rise,FALSE,Declined,89.9
185379,Approved,Key Account,4,846,675,26,Pension,Pension,24.3,a006g000002FCorAAG,9.37,79,2,Purchase,Owner,Semi-detached,FALSE,Declined,30.5
557554,Approved,Key Account,4,513,783,56,Commissions,Other,99.7,a006g000002FCosAAG,4.79,21,2,Equity Takeout,Owner,Single,FALSE,Declined,99.8
279492,Watch List,Non Key Account,4,482,757,44,Commissions,Salary,28.5,a006g000002FCotAAG,7.47,36,2,Refinance for Debt Consolidation,Rental,Apartment Low Rise,FALSE,Declined,81.2
311700,Watch List,Key Account,3,665,452,31,Pension,Commissions,25,a006g000002FCouAAG,5.03,13,1,Purchase,Owner,Single,FALSE,Approved,36.7
958261,Approved,Non Key Account,3,671,792,57,Hourly,Hourly,38.3,a006g000002FCovAAG,7.99,5,3,Refinance,Owner,Semi-detached,FALSE,Approved,86.9
470116,Approved,Non Key Account,5,754,670,36,Contract,Contract,33.7,a006g000002FCowAAG,8.91,52,2,Refinance for Debt Consolidation,Rental,Apartment High Rise,FALSE,Declined,69.9
1277163,Approved,Non Key Account,3,788,821,12,Other,Commissions,22.3,a006g000002FCoxAAG,5.41,41,3,Refinance,Rent To Own,Apartment Low Rise,FALSE,Declined,82.8
401176,Approved,Key Account,0,697,639,45,Self-employed,Contract,69.7,a006g000002FCoyAAG,7.23,59,3,Purchase Rent to Own,Rent To Own,Single,FALSE,Declined,92.1
1465581,Approved,Non Key Account,5,695,701,58,Pension,Commissions,87,a006g000002FCozAAG,5.1,24,1,Purchase Rent to Own,Owner,Semi-detached,FALSE,Approved,89.2
572170,Approved,Non Key Account,6,714,419,11,Salary,Salary,98.9,a006g000002FCp0AAG,8.78,14,1,Purchase,Owner,Single,FALSE,Declined,99.3
1454006,Watch List,Key Account,4,843,542,52,Commissions,Contract,83.8,a006g000002FCp1AAG,7.15,32,1,Refinance for Debt Consolidation,Rental,Semi-detached,FALSE,Declined,91.2
1016636,Approved,Non Key Account,3,499,606,4,Pension,Contract,62.5,a006g000002FCp2AAG,9.24,80,3,Purchase Rent to Own,Owner,Semi-detached,FALSE,Declined,80
1007263,Approved,Non Key Account,4,829,409,60,Self-employed,Self-employed,50,a006g000002FCp3AAG,4.28,20,2,Refinance for Debt Consolidation,Rental,Row,TRUE,Declined,60.4
357468,Approved,Key Account,3,522,702,29,Pension,Salary,86.2,a006g000002FCp4AAG,6.78,21,1,Refinance for Debt Consolidation,Rental,Row,FALSE,Declined,88.3
1205528,Approved,Non Key Account,4,463,400,32,Other,Salary,71.2,a006g000002FCp5AAG,8.59,78,2,Purchase,Owner,Apartment High Rise,FALSE,Declined,79.4
906780,Approved,Non Key Account,3,897,893,23,Other,Other,89.8,a006g000002FCp6AAG,7.46,55,2,Purchase Rent to Own,Rent To Own,Single,FALSE,Declined,96.5
277646,Approved,Non Key Account,4,828,500,60,Contract,Commissions,90.4,a006g000002FCp7AAG,6.86,78,3,Purchase Rent to Own,Rent To Own,Apartment Low Rise,FALSE,Declined,99.2
366385,Watch List,Key Account,3,874,763,32,Hourly,Salary,93.4,a006g000002FCp8AAG,8.44,10,1,Refinance for Debt Consolidation,Rent To Own,Single,FALSE,Declined,93.5
1102595,Approved,Key Account,3,776,678,0,Hourly,Pension,90.8,a006g000002FCp9AAG,7.27,62,1,Equity Takeout,Rental,Single,FALSE,Approved,93.5
1499610,Watch List,Non Key Account,5,415,442,32,Hourly,Pension,58.1,a006g000002FCpAAAW,5.94,64,3,Purchase,Rent To Own,Row,FALSE,Declined,75.6
697534,Approved,Key Account,3,730,629,29,Self-employed,Commissions,16.6,a006g000002FCpBAAW,6.07,33,3,Purchase,Rent To Own,Semi-detached,FALSE,Declined,80.2
1426805,Approved,Key Account,4,810,697,53,Commissions,Hourly,72.5,a006g000002FCpCAAW,6.8,41,1,Refinance for Debt Consolidation,Owner,Single,FALSE,Approved,91.9
1082124,Watch List,Key Account,4,449,814,24,Contract,Other,28.2,a006g000002FCpDAAW,5.33,55,1,Refinance,Rental,Single,FALSE,Declined,75.3
414352,Approved,Key Account,4,602,579,41,Commissions,Commissions,91.1,a006g000002FCpEAAW,6.69,53,2,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Declined,93.1
109867,Approved,Key Account,4,755,515,23,Self-employed,Self-employed,90,a006g000002FCpFAAW,4.13,18,1,Purchase,Rent To Own,Row,TRUE,Declined,90.9
939762,Watch List,Non Key Account,2,530,433,48,Salary,Hourly,14.2,a006g000002FCpGAAW,7.91,62,3,Purchase,Rent To Own,Row,FALSE,Declined,71.8
284390,Approved,Key Account,2,455,539,45,Hourly,Pension,87.1,a006g000002FCpHAAW,9.1,66,2,Refinance,Rental,Apartment High Rise,FALSE,Approved,94.3
193288,Approved,Non Key Account,3,866,796,19,Pension,Other,39,a006g000002FCpIAAW,6.56,38,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,FALSE,Declined,81.1
1311798,Approved,Non Key Account,2,417,427,7,Commissions,Other,16,a006g000002FCpJAAW,9.46,73,2,Refinance for Debt Consolidation,Rent To Own,Apartment High Rise,FALSE,Declined,46.4
347781,Approved,Non Key Account,3,885,581,41,Other,Other,7.4,a006g000002FCpKAAW,4.86,71,1,Equity Takeout,Rent To Own,Semi-detached,FALSE,Declined,99.2
1194384,Approved,Key Account,5,880,601,47,Contract,Other,94.9,a006g000002FCpLAAW,6.54,24,2,Refinance for Debt Consolidation,Rental,Single,FALSE,Approved,99.7
331575,Watch List,Key Account,1,813,843,59,Hourly,Commissions,67.1,a006g000002FCpMAAW,7.47,63,3,Purchase,Rental,Apartment Low Rise,FALSE,Declined,98.3
344931,Approved,Non Key Account,3,724,748,13,Hourly,Hourly,39.9,a006g000002FCpNAAW,6.42,45,2,Equity Takeout,Rental,Semi-detached,FALSE,Declined,97
371341,Deactivated,Key Account,2,821,896,13,Self-employed,Hourly,84.7,a006g000002FCpOAAW,4.25,45,1,Refinance for Debt Consolidation,Owner,Semi-detached,FALSE,Declined,88.9
828056,Approved,Non Key Account,3,492,481,56,Salary,Commissions,5.9,a006g000002FCpPAAW,8.21,37,1,Refinance for Debt Consolidation,Rental,Row,FALSE,Declined,97.1
539997,Watch List,Non Key Account,3,662,664,43,Salary,Pension,10.6,a006g000002FCpQAAW,8.38,19,3,Purchase Rent to Own,Owner,Semi-detached,FALSE,Declined,68.2
933346,Approved,Non Key Account,4,437,852,34,Pension,Pension,51.5,a006g000002FCpRAAW,6.41,39,1,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Declined,59
615089,Approved,Non Key Account,4,698,740,38,Self-employed,Contract,66.2,a006g000002FCpSAAW,8.18,17,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,FALSE,Declined,100
306447,Approved,Non Key Account,3,876,650,3,Other,Hourly,60.1,a006g000002FCpTAAW,6.26,23,3,Equity Takeout,Rental,Row,FALSE,Declined,81.3
701152,Approved,Non Key Account,2,459,892,42,Hourly,Pension,90.9,a006g000002FCpUAAW,4.83,53,2,Refinance,Owner,Row,FALSE,Declined,94
545443,Approved,Non Key Account,3,546,660,22,Salary,Hourly,94.2,a006g000002FCpVAAW,5.17,10,2,Purchase,Rental,Apartment Low Rise,FALSE,Declined,97.9
530395,Deactivated,Non Key Account,3,479,556,51,Other,Contract,43.4,a006g000002FCpWAAW,5.3,16,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,FALSE,Declined,90.2
281574,Approved,Key Account,3,533,532,16,Hourly,Hourly,27.3,a006g000002FCpXAAW,7.82,28,3,Refinance,Rental,Apartment High Rise,FALSE,Approved,77.9
573942,Watch List,Non Key Account,4,410,707,57,Commissions,Contract,64.5,a006g000002FCpYAAW,9.58,14,1,Refinance,Owner,Row,FALSE,Declined,84.2
1461024,Watch List,Non Key Account,2,662,833,11,Pension,Pension,62.3,a006g000002FCpZAAW,8.34,77,2,Refinance,Owner,Row,FALSE,Declined,91.9
674556,Approved,Key Account,3,457,491,42,Commissions,Hourly,4.9,a006g000002FCpaAAG,5.3,20,1,Equity Takeout,Rent To Own,Apartment Low Rise,FALSE,Declined,71.7
117612,Approved,Non Key Account,3,548,461,39,Hourly,Contract,2.7,a006g000002FCpbAAG,6.14,74,3,Purchase Rent to Own,Rental,Semi-detached,FALSE,Approved,27.1
164289,Approved,Non Key Account,3,822,530,21,Pension,Self-employed,40.2,a006g000002FCpcAAG,4.86,30,3,Equity Takeout,Rent To Own,Row,TRUE,Declined,82
1148959,Deactivated,Key Account,3,728,717,43,Self-employed,Pension,68,a006g000002FCpdAAG,8.33,28,3,Refinance,Owner,Apartment High Rise,FALSE,Approved,69.8
129399,Approved,Key Account,5,796,414,60,Pension,Hourly,87.6,a006g000002FCpeAAG,9.65,71,3,Purchase,Owner,Row,FALSE,Declined,94.7
1489315,Approved,Key Account,3,469,548,23,Contract,Self-employed,0.3,a006g000002FCpfAAG,6.31,34,3,Refinance for Debt Consolidation,Owner,Row,TRUE,Declined,97.8
811864,Deactivated,Key Account,2,710,604,52,Salary,Salary,34.4,a006g000002FCpgAAG,8.57,78,2,Equity Takeout,Rental,Semi-detached,FALSE,Declined,66.5
803639,Approved,Non Key Account,6,532,775,6,Other,Pension,54.2,a006g000002FCphAAG,5.76,78,2,Purchase,Rent To Own,Apartment High Rise,FALSE,Declined,88.5
233269,Approved,Key Account,4,771,737,46,Salary,Commissions,56.2,a006g000002FCpiAAG,4.13,80,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,FALSE,Approved,63.6
736734,Approved,Key Account,3,722,504,49,Pension,Pension,27.4,a006g000002FCpjAAG,5.82,15,2,Refinance for Debt Consolidation,Rent To Own,Row,FALSE,Approved,35.2
443172,Watch List,Key Account,3,819,667,17,Commissions,Contract,51.6,a006g000002FCpkAAG,5.47,15,2,Refinance,Owner,Apartment High Rise,FALSE,Declined,88.3
249864,Approved,Key Account,4,633,837,54,Pension,Commissions,33.4,a006g000002FCplAAG,8.26,26,1,Refinance,Rental,Semi-detached,FALSE,Approved,39.3
440327,Watch List,Non Key Account,4,762,524,14,Hourly,Contract,52.8,a006g000002FCpmAAG,9.16,21,1,Purchase,Rent To Own,Apartment Low Rise,FALSE,Declined,56
511234,Approved,Key Account,3,494,578,31,Self-employed,Self-employed,16.1,a006g000002FCpnAAG,4.46,40,2,Refinance for Debt Consolidation,Owner,Semi-detached,TRUE,Declined,69.4
510719,Watch List,Key Account,3,858,541,40,Contract,Contract,70.9,a006g000002FCpoAAG,8.16,43,3,Refinance,Rent To Own,Apartment Low Rise,FALSE,Declined,85.9
206153,Watch List,Non Key Account,4,461,676,48,Self-employed,Pension,35.1,a006g000002FCppAAG,4.67,44,3,Purchase,Rent To Own,Row,FALSE,Declined,46.4
149810,Deactivated,Non Key Account,2,614,543,44,Self-employed,Hourly,28.6,a006g000002FCpqAAG,4.02,21,2,Equity Takeout,Rental,Semi-detached,FALSE,Declined,43.2
762427,Deactivated,Non Key Account,4,638,409,58,Self-employed,Contract,26.7,a006g000002FCprAAG,8.9,5,2,Refinance for Debt Consolidation,Owner,Apartment Low Rise,FALSE,Approved,71.3
276004,Approved,Non Key Account,4,442,582,27,Self-employed,Other,90.5,a006g000002FCpsAAG,5.36,19,1,Equity Takeout,Rental,Row,FALSE,Declined,92.1
495452,Approved,Key Account,2,442,487,48,Pension,Self-employed,49.9,a006g000002FCptAAG,9.46,17,1,Purchase Rent to Own,Owner,Apartment Low Rise,TRUE,Approved,88.9
1345354,Approved,Key Account,5,672,510,11,Self-employed,Contract,71.1,a006g000002FCpuAAG,4.1,68,2,Purchase,Rental,Apartment Low Rise,FALSE,Declined,86.3
949040,Approved,Key Account,3,770,698,25,Contract,Other,38.5,a006g000002FCpvAAG,7.75,47,1,Refinance,Rent To Own,Semi-detached,FALSE,Declined,97.8
300988,Watch List,Key Account,5,818,559,21,Salary,Other,33.4,a006g000002FCpwAAG,4.27,77,3,Purchase,Owner,Row,FALSE,Declined,43.6
1009986,Approved,Non Key Account,3,657,517,20,Commissions,Pension,72.5,a006g000002FCpxAAG,5.51,72,1,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Declined,88.2
1050699,Approved,Non Key Account,2,871,406,29,Contract,Self-employed,63.5,a006g000002FCpyAAG,9.76,8,3,Purchase Rent to Own,Rental,Apartment Low Rise,TRUE,Declined,99.2
508911,Approved,Non Key Account,4,891,750,0,Salary,Contract,88.5,a006g000002FCpzAAG,5.19,78,2,Purchase,Rent To Own,Row,FALSE,Declined,99.6
488226,Approved,Key Account,3,572,675,39,Hourly,Commissions,45.1,a006g000002FCq0AAG,6.88,62,2,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,FALSE,Approved,86.8
1273549,Approved,Non Key Account,4,648,683,54,Commissions,Pension,55.7,a006g000002FCq1AAG,9.83,58,1,Purchase Rent to Own,Rental,Single,FALSE,Declined,60.8
743061,Approved,Non Key Account,6,414,893,32,Salary,Self-employed,71.2,a006g000002FCq2AAG,4.33,8,1,Equity Takeout,Owner,Semi-detached,TRUE,Declined,97.8
894171,Watch List,Non Key Account,6,436,550,5,Pension,Salary,24.6,a006g000002FCq3AAG,6.24,36,1,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Declined,80.1
154200,Approved,Non Key Account,4,697,525,55,Self-employed,Salary,20.3,a006g000002FCq4AAG,6.7,11,3,Purchase,Owner,Row,FALSE,Declined,37.1
499781,Approved,Non Key Account,3,610,677,51,Contract,Hourly,6.3,a006g000002FCq5AAG,8.5,65,3,Purchase Rent to Own,Rental,Row,FALSE,Declined,40.7
569144,Approved,Non Key Account,3,693,445,43,Hourly,Contract,28.2,a006g000002FCq6AAG,4.68,60,2,Refinance,Rental,Apartment High Rise,FALSE,Declined,55.9
267336,Deactivated,Key Account,0,837,660,43,Self-employed,Commissions,93.2,a006g000002FCq7AAG,5.84,79,1,Purchase Rent to Own,Rental,Apartment High Rise,FALSE,Approved,94
233494,Approved,Key Account,4,426,470,28,Hourly,Salary,80.6,a006g000002FCq8AAG,9.88,11,1,Equity Takeout,Owner,Single,FALSE,Approved,95.3
719009,Watch List,Key Account,3,849,637,28,Commissions,Contract,70.4,a006g000002FCq9AAG,4.7,40,3,Refinance for Debt Consolidation,Rental,Apartment Low Rise,FALSE,Declined,81.2
881254,Approved,Key Account,2,712,468,32,Contract,Contract,14.8,a006g000002FCqAAAW,9.57,15,2,Refinance,Owner,Apartment High Rise,FALSE,Declined,86.4
1262436,Approved,Key Account,4,740,856,14,Other,Contract,90.9,a006g000002FCqBAAW,6.34,19,1,Purchase Rent to Own,Rental,Apartment Low Rise,FALSE,Declined,94.1
193257,Watch List,Key Account,3,480,473,27,Hourly,Other,86.7,a006g000002FCqCAAW,8.7,25,2,Purchase,Rent To Own,Single,FALSE,Declined,92.6
1038990,Deactivated,Non Key Account,4,492,631,48,Commissions,Commissions,83.9,a006g000002FCqDAAW,4.14,29,2,Refinance,Owner,Semi-detached,FALSE,Declined,88.9
652182,Deactivated,Key Account,4,436,784,17,Pension,Self-employed,48.1,a006g000002FCqEAAW,5.75,37,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,TRUE,Declined,54.9
1242441,Deactivated,Key Account,3,739,543,42,Commissions,Other,70.3,a006g000002FCqFAAW,5.14,78,1,Refinance for Debt Consolidation,Rental,Row,FALSE,Declined,96.3
1188012,Approved,Non Key Account,4,893,607,7,Contract,Salary,11.9,a006g000002FCqGAAW,7.13,65,3,Purchase Rent to Own,Rental,Row,FALSE,Declined,80.6
216456,Approved,Non Key Account,3,575,805,5,Salary,Commissions,82.7,a006g000002FCqHAAW,6.59,59,2,Refinance for Debt Consolidation,Rent To Own,Single,FALSE,Declined,84.5
337456,Approved,Key Account,3,566,493,59,Hourly,Self-employed,82.7,a006g000002FCqIAAW,5.14,51,2,Purchase Rent to Own,Owner,Apartment Low Rise,TRUE,Declined,84
630152,Approved,Non Key Account,5,500,628,29,Pension,Self-employed,8,a006g000002FCqJAAW,4.14,25,3,Equity Takeout,Rent To Own,Apartment Low Rise,TRUE,Declined,40.6
1004181,Approved,Non Key Account,4,780,560,41,Commissions,Other,18.7,a006g000002FCqKAAW,9.83,37,3,Refinance,Owner,Apartment Low Rise,FALSE,Declined,71.9
846586,Approved,Key Account,3,736,661,16,Commissions,Pension,2.5,a006g000002FCqLAAW,5.75,11,2,Purchase,Rent To Own,Row,FALSE,Approved,8.8
332316,Watch List,Non Key Account,3,415,855,46,Contract,Hourly,7.3,a006g000002FCqMAAW,6.57,11,1,Purchase Rent to Own,Rent To Own,Single,FALSE,Declined,70.9
354384,Watch List,Key Account,6,881,613,60,Pension,Salary,6.9,a006g000002FCqNAAW,8.58,30,1,Refinance,Rental,Apartment Low Rise,FALSE,Approved,22.9
431818,Approved,Key Account,3,505,575,6,Other,Self-employed,80.8,a006g000002FCqOAAW,5.56,32,2,Equity Takeout,Owner,Semi-detached,TRUE,Declined,82.8
226580,Approved,Key Account,5,413,588,53,Other,Pension,26.2,a006g000002FCqPAAW,8.86,48,1,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Declined,62.9
1118198,Approved,Non Key Account,4,638,429,55,Self-employed,Self-employed,52.2,a006g000002FCqQAAW,5.43,51,3,Refinance for Debt Consolidation,Rental,Row,TRUE,Declined,70
836631,Approved,Non Key Account,3,688,859,14,Pension,Salary,29.2,a006g000002FCqRAAW,7.32,49,1,Refinance for Debt Consolidation,Rental,Apartment High Rise,FALSE,Declined,92
457836,Approved,Key Account,4,836,900,30,Contract,Self-employed,65.7,a006g000002FCqSAAW,5.85,50,2,Purchase,Rent To Own,Semi-detached,TRUE,Declined,73
